%time,field.header.seq,field.header.stamp,field.point.x,field.point.y,field.point.z,field.time_ref
1423459791112586446,1182,1423459791098767995,2.157,1.03,0.255,1423496267400000095
1423459791376327875,1183,1423459791341500043,2.162,1.042,0.25,1423496267700000047
1423459791589916878,1184,1423459791570167064,2.171,1.051,0.251,1423496267900000095
1423459791853617602,1185,1423459791809009075,2.164,1.049,0.242,1423496268099999904
1423459792317643084,1186,1423459792278506994,2.184,1.061,0.25,1423496268599999904
1423459792531331739,1187,1423459792509238958,2.19,1.073,0.251,1423496268799999952
1423459792795024994,1188,1423459792756032943,2.186,1.072,0.246,1423496269099999904
1423459793008733025,1189,1423459792999722003,2.197,1.083,0.253,1423496269299999952
1423459793923515113,1190,1423459793917710065,2.218,1.103,0.25,1423496270200000047
1423459794187123948,1191,1423459794151458978,2.225,1.108,0.246,1423496270500000000
1423459794401040445,1192,1423459794389168977,2.214,1.111,0.239,1423496270700000047
1423459794865130627,1193,1423459794849693059,2.235,1.122,0.25,1423496271200000047
1423459795128832733,1194,1423459795084397077,2.245,1.13,0.251,1423496271400000095
1423459795342480559,1195,1423459795319111108,2.239,1.134,0.258,1423496271599999904
1423459795806402235,1196,1423459795798593997,2.256,1.139,0.248,1423496272099999904
1423459796070140397,1197,1423459796049379110,2.263,1.152,0.247,1423496272400000095
1423459796334048212,1198,1423459796289134025,2.26,1.154,0.246,1423496272599999904
1423459796547740194,1199,1423459796530838012,2.27,1.162,0.253,1423496272799999952
1423459796811400859,1200,1423459796768584966,2.276,1.162,0.248,1423496273099999904
1423459797025009982,1201,1423459797019324064,2.281,1.174,0.256,1423496273299999952
1423459797288695833,1202,1423459797249109029,2.286,1.171,0.256,1423496273599999904
1423459797502432285,1203,1423459797478816986,2.289,1.182,0.254,1423496273799999952
1423459797716049252,1204,1423459797708604097,2.3,1.189,0.25,1423496274000000000
1423459797979887531,1205,1423459797942368984,2.291,1.187,0.242,1423496274299999952
1423459798443848381,1206,1423459798408859014,2.312,1.201,0.248,1423496274700000047
1423459798657630967,1207,1423459798639636993,2.319,1.211,0.249,1423496275000000000
1423459798921310142,1208,1423459798892421960,2.313,1.211,0.242,1423496275200000047
1423459799185083174,1209,1423459799141134023,2.326,1.222,0.254,1423496275500000000
1423459799398674481,1210,1423459799379827022,2.333,1.222,0.25,1423496275700000047
1423459799612257683,1211,1423459799609546899,2.338,1.234,0.25,1423496275900000095
1423459799875926523,1212,1423459799839359045,2.334,1.231,0.247,1423496276200000047
1423459800089586092,1213,1423459800070060968,2.345,1.241,0.253,1423496276400000095
1423459800303267911,1214,1423459800299840927,2.354,1.247,0.247,1423496276599999904
1423459800566961721,1215,1423459800529628992,2.354,1.25,0.255,1423496276799999952
1423459801030923495,1216,1423459801009104967,2.364,1.258,0.25,1423496277299999952
1423459801244558963,1217,1423459801239834070,2.373,1.267,0.25,1423496277599999904
1423459801508266913,1218,1423459801490506887,2.369,1.27,0.248,1423496277799999952
1423459801721942088,1219,1423459801717324972,2.377,1.27,0.254,1423496278000000000
1423459801985556915,1220,1423459801960107088,2.385,1.277,0.245,1423496278299999952
1423459802199223818,1221,1423459802190757989,2.393,1.29,0.249,1423496278500000000
1423459802462857033,1222,1423459802429616928,2.386,1.289,0.242,1423496278700000047
1423459802926764062,1223,1423459802891149044,2.404,1.297,0.248,1423496279200000047
1423459803140476668,1224,1423459803119910001,2.409,1.311,0.257,1423496279400000095
1423459803354217148,1225,1423459803352602958,2.411,1.307,0.259,1423496279700000047
