%time,field.header.seq,field.header.stamp,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1423458588139910609,283,1423458588103038072,2.519,0.874,0.247,0.0,0.0,0.0,1.0
1423458588353536464,284,1423458588334798097,2.524,0.878,0.248,0.0,0.0,0.0,1.0
1423458588617216466,285,1423458588573553085,2.529,0.883,0.249,0.0,0.0,0.0,1.0
1423458588830835858,286,1423458588805274009,2.535,0.888,0.247,0.0,0.0,0.0,1.0
1423458589044537884,287,1423458589033039093,2.541,0.895,0.248,0.0,0.0,0.0,1.0
1423458589308164025,288,1423458589274760961,2.552,0.894,0.248,0.0,0.0,0.0,1.0
1423458589521892012,289,1423458589513542890,2.555,0.902,0.247,0.0,0.0,0.0,1.0
1423458589785553746,290,1423458589745371103,2.566,0.905,0.249,0.0,0.0,0.0,1.0
1423458589999212760,291,1423458589984081029,2.57,0.914,0.246,0.0,0.0,0.0,1.0
1423458590263009174,292,1423458590216833114,2.573,0.916,0.247,0.0,0.0,0.0,1.0
